issuekey	days	death	priority	issuetype	reporterrep	no_fixversion	no_issuelink	no_affectversion
HADOOP-11560	8	1	3	1	1.0	0	1	0
HADOOP-11650	33	1	2	1	1.0	0	0	1
HADOOP-11652	0	1	1	3	1.0	0	0	0
HADOOP-11660	28	1	4	4	1.0	1	0	1
HADOOP-11752	0	1	3	1	1.0	0	0	2
HADOOP-11785	2	1	4	4	1.0	1	0	1
HADOOP-11827	10	1	3	4	2.0	1	2	2
HADOOP-11876	0	1	5	1	3.0	1	0	1
HADOOP-11992	0	1	3	1	1.0	0	0	0
HADOOP-12150	0	1	3	1	1.0	0	0	0
HADOOP-12212	0	1	3	1	1.0	0	0	1
HADOOP-12334	65	1	3	4	1.0	1	0	0
HADOOP-12391	0	1	2	2	1.0	0	0	1
HADOOP-12432	27	1	3	5	1.0	1	0	1
HADOOP-12484	6	1	3	1	2.0	1	0	0
HADOOP-12491	1	1	3	5	2.0	1	2	1
HADOOP-12508	9	1	1	1	3.0	1	1	0
HADOOP-12530	0	1	3	1	1.0	0	0	1
HADOOP-12533	3	1	3	1	1.0	1	0	1
HADOOP-12634	26	1	2	1	3.0	1	1	0
HADOOP-12904	0	1	1	4	1.0	1	0	0
HADOOP-269	7	1	3	4	1.0	1	0	0
HADOOP-275	0	1	3	2	1.0	1	0	0
HADOOP-3053	28	1	3	4	4.0	0	0	1
HADOOP-3261	8	1	3	4	4.0	0	0	0
HADOOP-3441	6	1	4	4	1.0	0	1	1
HADOOP-3679	2081	1	4	5	1.0	1	0	0
HADOOP-3886	1440	1	4	1	1.0	1	0	1
HADOOP-4138	8	1	3	4	1.0	1	0	0
HADOOP-4204	12	1	1	1	1.0	1	0	0
HADOOP-4210	11	1	3	1	2.0	1	0	0
HADOOP-4253	12	1	3	1	3.0	1	0	0
HADOOP-4255	0	1	3	4	4.0	0	0	1
HADOOP-4297	2311	1	3	4	1.0	1	0	2
HADOOP-434	2	1	3	1	1.0	1	1	0
HADOOP-4515	1168	1	4	4	1.0	1	0	1
HADOOP-5775	51	1	3	1	1.0	1	1	0
HADOOP-6221	1978	1	4	1	4.0	1	4	1
HADOOP-6350	1686	1	3	4	1.0	1	4	2
HADOOP-655	6	1	4	4	2.0	1	0	0
HADOOP-658	0	1	3	1	2.0	1	0	0
HADOOP-7615	947	1	3	1	2.0	1	0	2
HADOOP-7816	4	1	3	1	1.0	1	1	1
HADOOP-7984	1028	1	4	2	1.0	1	2	0
HADOOP-8304	15	1	3	4	1.0	1	0	2
HADOOP-8547	1	1	4	1	2.0	1	1	0
HADOOP-8550	27	1	3	1	2.0	2	0	3
HADOOP-8551	22	1	3	1	2.0	2	2	3
HADOOP-8552	12	1	3	1	2.0	2	0	2
HADOOP-8561	163	1	3	4	2.0	3	1	0
HADOOP-8562	322	1	3	2	2.0	1	4	1
HADOOP-8563	0	1	4	1	4.0	1	1	1
HADOOP-8566	0	1	3	1	2.0	1	0	1
HADOOP-8567	113	1	3	2	2.0	1	1	1
HADOOP-8569	234	1	4	1	4.0	1	0	0
HADOOP-8573	4	1	3	1	2.0	2	0	3
HADOOP-8580	197	1	3	1	2.0	1	0	2
HADOOP-8581	34	1	3	2	2.0	1	3	1
HADOOP-8642	935	1	3	1	1.0	1	4	1
HADOOP-8703	0	1	3	1	2.0	2	0	1
HADOOP-8757	866	1	4	4	2.0	1	0	2
HADOOP-8793	980	1	2	1	1.0	1	1	1
HADOOP-8808	742	1	3	1	1.0	1	1	1
HADOOP-8870	860	1	3	1	1.0	1	0	2
HADOOP-8989	2220	1	3	2	1.0	1	4	0
HADOOP-9087	817	1	4	1	1.0	1	1	1
HADOOP-9137	791	1	3	1	3.0	1	2	0
HADOOP-9248	721	1	3	2	1.0	1	1	0
HADOOP-9329	754	1	5	3	4.0	1	1	1
HADOOP-9457	674	1	4	4	3.0	1	0	1
HADOOP-9476	113	1	3	1	2.0	1	1	1
HADOOP-9478	314	1	3	1	1.0	1	0	1
HADOOP-9481	23	1	4	1	2.0	1	1	2
HADOOP-9483	15	1	3	4	2.0	1	3	1
HADOOP-9485	21	1	4	1	4.0	1	0	1
HADOOP-9486	0	1	3	1	3.0	1	1	0
HADOOP-9487	122	1	3	4	3.0	1	1	1
HADOOP-9488	0	1	3	1	3.0	1	3	1
HADOOP-9709	266	1	3	2	2.0	0	4	0
HAMA-233	459	1	4	2	1.0	0	0	0
HAMA-45	4	1	4	4	1.0	0	0	0
HAMA-601	77	1	3	2	1.0	1	1	1
HAMA-604	0	1	3	3	2.0	1	0	1
HAMA-605	0	1	3	4	2.0	1	0	1
HAMA-628	2	1	3	1	1.0	1	0	1
HAMA-706	769	1	3	4	1.0	1	2	0
HAMA-756	2	1	1	1	1.0	1	0	0
HAMA-867	0	1	3	1	1.0	1	0	1
HAMA-913	192	1	4	4	1.0	1	0	1
HAMA-937	170	1	3	5	1.0	1	0	1
HAMA-945	3	1	5	3	2.0	1	0	0
HAMA-980	3	1	1	1	3.0	1	0	1
HARMONY-1610	21	1	4	1	1.0	0	0	0
HARMONY-3569	8	1	2	1	1.0	0	0	0
HARMONY-3764	0	1	3	4	1.0	0	0	0
HARMONY-4107	773	1	3	3	1.0	0	4	0
HARMONY-4108	208	1	3	3	1.0	0	4	0
HARMONY-4109	149	1	3	3	1.0	0	4	0
HARMONY-4110	208	1	3	3	1.0	0	4	0
HARMONY-4111	208	1	3	3	1.0	0	1	0
HARMONY-4112	203	1	3	3	1.0	1	2	0
HARMONY-6240	0	1	3	4	1.0	1	0	1
HARMONY-6243	0	1	3	4	2.0	1	0	1
HARMONY-6244	7	1	3	1	2.0	1	0	1
HARMONY-6308	0	1	3	1	3.0	1	0	1
HARMONY-6664	1	1	3	3	4.0	1	0	1
HAWQ-61	36	1	3	1	1.0	1	1	0
HBASE-10437	47	1	4	2	1.0	1	0	1
HBASE-10754	387	1	4	2	1.0	1	0	1
HBASE-10756	387	1	3	2	1.0	1	0	1
HBASE-10759	86	1	4	4	1.0	1	0	1
HBASE-10808	380	1	4	1	1.0	1	0	1
HBASE-10935	54	1	4	2	4.0	3	0	2
HBASE-10959	59	1	5	5	1.0	1	0	1
HBASE-11228	132	1	4	5	1.0	1	0	1
HBASE-11233	319	1	3	2	2.0	1	0	1
HBASE-12075	35	1	3	5	2.0	2	0	3
HBASE-12115	0	1	4	5	2.0	3	0	1
HBASE-1212	1519	1	3	1	1.0	1	2	0
HBASE-12147	12	1	3	5	2.0	1	2	1
HBASE-12149	0	1	4	1	2.0	2	0	1
HBASE-12153	0	1	5	1	2.0	2	0	1
HBASE-12191	0	1	5	1	2.0	3	0	1
HBASE-12194	56	1	5	1	2.0	1	0	1
HBASE-12195	0	1	4	4	2.0	1	0	1
HBASE-12199	0	1	5	1	2.0	3	0	1
HBASE-12250	4	1	4	3	2.0	2	1	1
HBASE-12258	0	1	4	1	2.0	3	0	1
HBASE-12706	79	1	2	4	1.0	2	0	2
HBASE-12753	3	1	4	5	1.0	1	0	1
HBASE-1299	1344	1	3	1	2.0	1	2	2
HBASE-13473	1	1	1	1	1.0	3	0	3
HBASE-13488	3	1	3	1	1.0	0	0	1
HBASE-13566	0	1	3	1	1.0	0	0	1
HBASE-13686	24	1	3	1	1.0	3	1	2
HBASE-13818	1	1	3	1	1.0	0	0	1
HBASE-13901	0	1	4	1	1.0	3	0	0
HBASE-13997	10	1	4	1	1.0	3	0	1
HBASE-14018	0	1	3	1	1.0	0	1	1
HBASE-14056	0	1	3	1	1.0	0	0	1
HBASE-14126	0	1	3	3	1.0	0	0	0
HBASE-14332	4	1	4	4	1.0	1	0	1
HBASE-14419	0	1	2	1	1.0	0	0	0
HBASE-14744	0	1	3	1	1.0	0	0	1
HBASE-14892	14	1	3	5	1.0	0	0	1
HBASE-14903	28	1	1	1	1.0	0	0	1
HBASE-14924	0	1	1	5	1.0	0	0	1
HBASE-14957	0	1	1	1	1.0	0	0	1
HBASE-15037	36	1	4	4	1.0	0	1	1
HBASE-15290	7	1	3	1	1.0	3	1	1
HBASE-15299	2	1	3	1	1.0	0	0	0
HBASE-15309	9	1	1	1	1.0	1	0	1
HBASE-15323	20	1	3	1	1.0	3	1	1
HBASE-1762	1365	1	3	4	1.0	1	1	1
HBASE-219	1	1	3	1	1.0	0	0	0
HBASE-2217	1615	1	3	4	2.0	3	0	0
HBASE-2251	1604	1	3	5	1.0	2	0	0
HBASE-2358	0	1	3	1	1.0	2	1	1
HBASE-2437	49	1	3	1	2.0	1	3	1
HBASE-287	35	1	3	1	1.0	0	1	0
HBASE-3270	1346	1	4	4	2.0	3	0	0
HBASE-3985	2	1	3	1	1.0	1	0	1
HBASE-3989	2	1	3	1	2.0	1	0	1
HBASE-4028	1	1	3	1	1.0	1	0	1
HBASE-4089	1063	1	3	2	1.0	1	0	0
HBASE-4112	1	1	3	1	2.0	1	0	1
HBASE-4212	48	1	3	1	3.0	1	0	1
HBASE-4432	1	1	5	4	3.0	1	0	0
HBASE-4456	980	1	3	3	2.0	1	0	0
HBASE-4495	1009	1	3	4	2.0	2	2	1
HBASE-4511	43	1	4	1	3.0	1	1	1
HBASE-4580	8	1	3	1	3.0	1	0	1
HBASE-4602	86	1	3	5	1.0	0	4	0
HBASE-4651	0	1	4	5	3.0	1	0	1
HBASE-4773	54	1	2	1	3.0	2	0	1
HBASE-4920	1001	1	3	3	1.0	2	0	0
HBASE-4970	12	1	5	4	3.0	3	2	1
HBASE-5204	0	1	1	1	1.0	1	3	0
HBASE-5599	23	1	3	2	1.0	2	1	1
HBASE-5615	49	1	2	1	1.0	1	0	1
HBASE-5677	24	1	3	1	2.0	2	0	1
HBASE-5699	990	1	2	4	1.0	3	4	0
HBASE-6296	4	1	4	4	1.0	1	0	1
HBASE-6297	2	1	3	1	2.0	1	0	0
HBASE-6299	92	1	2	1	1.0	1	2	2
HBASE-6302	154	1	1	5	1.0	1	1	0
HBASE-6303	0	1	4	1	1.0	2	0	2
HBASE-6305	123	1	3	5	1.0	1	2	2
HBASE-6306	0	1	3	1	1.0	1	1	1
HBASE-6308	41	1	3	4	1.0	1	0	2
HBASE-6311	3	1	1	1	1.0	2	0	1
HBASE-6312	16	1	4	4	1.0	1	2	1
HBASE-6313	3	1	3	1	1.0	2	1	2
HBASE-6314	2	1	4	4	1.0	2	0	3
HBASE-6316	98	1	1	1	1.0	1	0	0
HBASE-6317	160	1	3	1	3.0	2	1	0
HBASE-6318	2	1	3	1	1.0	1	1	1
HBASE-6319	16	1	3	1	1.0	2	0	3
HBASE-6321	58	1	3	1	1.0	1	0	2
HBASE-6325	15	1	3	1	1.0	2	0	3
HBASE-6326	1	1	2	1	1.0	2	0	0
HBASE-6327	64	1	3	1	1.0	2	1	0
HBASE-6328	1	1	4	1	1.0	2	1	1
HBASE-6329	3	1	3	1	2.0	2	0	1
HBASE-6330	278	1	3	5	1.0	2	3	2
HBASE-6332	0	1	3	4	2.0	2	0	2
HBASE-6333	0	1	4	4	1.0	1	0	1
HBASE-6334	6	1	4	4	2.0	2	2	3
HBASE-6336	12	1	3	1	2.0	1	1	0
HBASE-6337	4	1	3	1	2.0	2	0	0
HBASE-6340	67	1	3	1	2.0	1	2	1
HBASE-6341	0	1	5	4	1.0	2	0	1
HBASE-6347	240	1	3	1	2.0	3	0	3
HBASE-6350	2	1	4	4	1.0	1	0	1
HBASE-6352	61	1	4	4	1.0	1	0	1
HBASE-6353	123	1	3	5	2.0	1	4	0
HBASE-6355	2	1	3	5	1.0	2	0	2
HBASE-6357	0	1	3	1	2.0	2	1	0
HBASE-6359	24	1	3	1	1.0	1	0	0
HBASE-6363	11	1	5	4	1.0	2	2	1
HBASE-6630	19	1	4	5	1.0	1	0	1
HBASE-7816	17	1	4	1	1.0	0	2	1
HBASE-7818	21	1	4	4	1.0	1	1	1
HBASE-8026	680	1	3	1	1.0	3	0	0
HBASE-8044	6	1	3	1	3.0	3	2	1
HBASE-8064	770	1	3	1	1.0	0	0	1
HBASE-8085	1	1	3	1	3.0	1	2	1
HBASE-8176	8	1	4	1	1.0	1	1	1
HBASE-8344	57	1	2	5	1.0	1	0	0
HBASE-8345	10	1	4	4	1.0	3	0	1
HBASE-8346	18	1	4	1	2.0	2	2	1
HBASE-8347	8	1	3	5	1.0	1	2	2
HBASE-8348	157	1	2	1	1.0	1	4	1
HBASE-8349	0	1	3	5	1.0	2	1	2
HBASE-8350	2	1	4	4	1.0	3	0	0
HBASE-8351	0	1	5	1	1.0	1	0	0
HBASE-8352	0	1	1	1	1.0	3	1	0
HBASE-8354	4	1	3	1	1.0	1	2	0
HBASE-8355	29	1	3	1	1.0	3	0	3
HBASE-8359	0	1	3	1	1.0	2	0	1
HBASE-8360	1	1	3	1	1.0	2	0	1
HBASE-8366	37	1	2	1	1.0	2	0	1
HBASE-8367	26	1	4	4	1.0	3	0	2
HBASE-8369	214	1	3	2	1.0	1	1	0
HBASE-8372	5	1	3	2	1.0	2	3	0
HBASE-8373	4	1	4	1	2.0	1	0	0
HBASE-8374	1	1	3	1	2.0	2	0	1
HBASE-8375	83	1	3	5	2.0	2	0	0
HBASE-8377	1	1	3	1	1.0	3	0	0
HBASE-8379	4	1	3	1	1.0	3	0	0
HBASE-8380	4	1	3	1	2.0	2	1	1
HBASE-8381	5	1	3	5	1.0	1	1	1
HBASE-8383	5	1	4	4	2.0	3	0	0
HBASE-8385	25	1	3	1	2.0	3	1	3
HBASE-9285	1	1	3	1	1.0	2	0	1
HBASE-9815	531	1	3	2	1.0	1	0	1
HBASE-9896	517	1	4	2	1.0	1	0	1
HBASE-9930	513	1	3	5	1.0	1	0	1
HBASE-9944	240	1	3	5	1.0	1	0	1
HBASE-9946	0	1	3	5	1.0	1	0	1
HBASE-9949	14	1	4	1	1.0	2	0	1
HCATALOG-223	5	1	4	4	1.0	1	0	1
HCATALOG-444	43	1	3	1	1.0	1	0	1
HCATALOG-445	9	1	3	1	3.0	1	0	1
HCATALOG-446	164	1	1	1	3.0	1	1	1
HCATALOG-509	117	1	3	1	4.0	1	0	1
HCATALOG-510	45	1	3	1	4.0	0	0	1
HDFS-1362	1523	1	3	2	2.0	1	4	1
HDFS-1522	1555	1	3	1	1.0	1	0	1
HDFS-1726	1315	1	3	4	1.0	1	2	1
HDFS-2006	1111	1	3	4	3.0	1	4	1
HDFS-2219	1261	1	4	4	1.0	1	2	1
HDFS-234	1187	1	3	2	1.0	1	4	0
HDFS-2605	1199	1	3	1	2.0	1	0	1
HDFS-2726	1205	1	3	4	1.0	1	0	1
HDFS-2975	926	1	3	1	1.0	1	0	0
HDFS-309	1041	1	3	4	2.0	1	3	0
HDFS-3107	1033	1	3	2	1.0	1	4	0
HDFS-3108	1131	1	4	1	1.0	1	1	2
HDFS-316	2276	1	4	4	1.0	1	0	1
HDFS-3342	911	1	4	4	3.0	1	0	1
HDFS-347	1620	1	3	4	1.0	1	4	0
HDFS-3519	958	1	2	1	2.0	1	4	0
HDFS-3528	807	1	3	4	2.0	1	4	1
HDFS-3582	9	1	4	4	1.0	1	3	1
HDFS-3583	18	1	3	4	1.0	1	1	1
HDFS-3591	6	1	3	1	2.0	2	0	0
HDFS-3595	0	1	3	1	3.0	1	2	1
HDFS-3596	5	1	4	4	3.0	2	4	1
HDFS-3597	16	1	4	1	1.0	2	0	1
HDFS-3598	210	1	3	2	1.0	1	4	1
HDFS-3603	3	1	3	1	2.0	2	0	2
HDFS-3604	1	1	4	4	1.0	2	0	2
HDFS-3605	12	1	3	1	2.0	1	0	1
HDFS-3606	7	1	4	5	4.0	1	4	1
HDFS-3607	748	1	4	4	4.0	1	1	1
HDFS-3608	13	1	4	1	4.0	1	2	1
HDFS-3609	6	1	3	1	4.0	1	2	1
HDFS-3610	7	1	4	4	4.0	1	1	1
HDFS-3611	2	1	5	1	2.0	1	0	1
HDFS-3612	4	1	5	4	2.0	1	0	1
HDFS-3613	2	1	5	4	2.0	1	0	1
HDFS-3615	2	1	3	1	1.0	1	0	1
HDFS-3616	110	1	3	1	1.0	1	0	2
HDFS-3617	1	1	3	4	2.0	1	1	1
HDFS-3622	6	1	3	1	2.0	2	1	0
HDFS-3623	128	1	3	5	1.0	1	0	1
HDFS-3689	921	1	3	2	4.0	1	4	1
HDFS-3742	951	1	4	1	4.0	1	3	1
HDFS-3907	912	1	3	4	1.0	1	1	2
HDFS-4014	851	1	3	4	1.0	1	1	1
HDFS-4227	671	1	3	1	1.0	1	0	2
HDFS-4265	801	1	3	5	2.0	1	4	1
HDFS-4266	805	1	3	5	2.0	1	2	0
HDFS-442	944	1	4	1	1.0	1	0	1
HDFS-447	42	1	2	2	3.0	1	1	0
HDFS-4697	534	1	4	1	4.0	1	2	1
HDFS-4698	30	1	4	4	4.0	1	0	1
HDFS-4699	3	1	3	1	2.0	3	2	3
HDFS-470	1340	1	4	1	2.0	1	0	0
HDFS-4705	10	1	4	1	1.0	1	2	1
HDFS-4714	35	1	3	1	2.0	2	2	3
HDFS-4715	3	1	3	1	2.0	1	4	0
HDFS-472	131	1	3	1	1.0	1	0	0
HDFS-474	812	1	3	4	1.0	0	0	0
HDFS-49	2366	1	4	1	3.0	1	1	3
HDFS-495	183	1	4	1	1.0	1	1	1
HDFS-554	863	1	4	4	4.0	1	0	1
HDFS-573	1807	1	3	4	1.0	1	4	0
HDFS-6138	1000	1	4	4	4.0	1	1	1
HDFS-6461	0	1	5	1	1.0	1	0	1
HDFS-69	1052	1	4	1	1.0	1	0	1
HDFS-7241	0	1	3	1	1.0	0	0	1
HDFS-7385	3	1	1	1	1.0	1	1	2
HDFS-7592	318	1	3	1	1.0	0	0	1
HDFS-7593	7	1	4	5	1.0	0	0	1
HDFS-7605	56	1	3	1	1.0	0	0	1
HDFS-7608	181	1	3	1	1.0	1	4	2
HDFS-7851	0	1	3	1	1.0	0	1	1
HDFS-7900	67	1	2	1	1.0	0	1	1
HDFS-8011	262	1	3	1	1.0	0	0	1
HDFS-8221	0	1	3	1	1.0	0	1	1
HDFS-8240	2	1	3	1	1.0	0	0	1
HDFS-8452	0	1	4	1	1.0	0	0	1
HDFS-8464	185	1	4	1	1.0	0	1	1
HDFS-8467	4	1	3	1	1.0	0	0	0
HDFS-8470	9	1	4	1	1.0	1	0	1
HDFS-8727	281	1	4	4	1.0	0	0	1
HDFS-8770	125	1	2	1	1.0	0	2	2
HDFS-9212	0	1	4	5	1.0	0	0	0
HDFS-9266	4	1	3	3	2.0	0	4	0
HDFS-9293	2	1	3	1	1.0	1	1	2
HDFS-9479	0	1	1	1	1.0	0	1	1
HDFS-9529	1	1	3	2	1.0	1	1	1
HDT-1	2	1	3	3	1.0	0	0	0
HELIX-32	53	1	3	4	2.0	1	0	1
HELIX-34	49	1	3	1	2.0	1	0	1
HELIX-348	0	1	3	4	1.0	1	0	0
HELIX-349	13	1	3	4	2.0	2	2	0
HELIX-350	85	1	2	1	1.0	2	0	0
HELIX-84	28	1	3	4	1.0	1	0	0
HELIX-85	131	1	3	5	1.0	1	0	0
HELIX-87	25	1	3	1	1.0	1	0	0
HELIX-95	184	1	3	3	2.0	1	0	1
HIVE-10622	105	1	3	1	1.0	0	0	1
HIVE-10983	19	1	3	1	1.0	0	4	3
HIVE-10990	87	1	3	1	1.0	0	1	1
HIVE-11034	2	1	2	1	1.0	0	1	1
HIVE-11045	340	1	3	1	1.0	0	0	1
HIVE-11046	43	1	3	1	1.0	0	0	2
HIVE-11176	52	1	2	1	1.0	1	1	2
HIVE-11246	20	1	2	1	1.0	0	0	0
HIVE-11400	62	1	3	1	1.0	0	0	1
HIVE-11672	66	1	2	1	1.0	0	3	1
HIVE-11695	18	1	3	1	1.0	1	0	3
HIVE-11728	0	1	3	1	1.0	0	1	2
HIVE-11757	36	1	3	5	1.0	0	0	0
HIVE-11795	56	1	3	1	1.0	1	0	2
HIVE-11798	28	1	4	1	1.0	1	1	1
HIVE-11825	58	1	2	1	1.0	2	0	1
HIVE-11930	0	1	4	2	1.0	0	0	1
HIVE-12088	8	1	3	1	1.0	1	0	2
HIVE-12454	1	1	3	1	1.0	1	0	1
HIVE-12482	0	1	3	1	2.0	1	0	3
HIVE-12717	14	1	2	1	1.0	3	0	1
HIVE-12771	17	1	3	1	1.0	0	0	1
HIVE-13022	10	1	3	1	1.0	0	0	0
HIVE-13207	0	1	3	5	1.0	0	1	0
HIVE-1344	1711	1	3	1	1.0	1	3	0
HIVE-1363	1569	1	3	1	2.0	1	2	1
HIVE-1398	1636	1	3	4	2.0	1	3	0
HIVE-1462	0	1	3	1	1.0	1	0	0
HIVE-1549	2	1	3	2	1.0	1	2	1
HIVE-1575	1679	1	3	4	1.0	1	0	1
HIVE-1654	1584	1	3	1	1.0	1	2	1
HIVE-1688	43	1	3	1	1.0	1	0	2
HIVE-1863	12	1	3	1	1.0	1	1	1
HIVE-1869	1485	1	3	1	2.0	1	1	1
HIVE-1879	1343	1	3	1	1.0	1	0	0
HIVE-1955	1424	1	3	4	1.0	1	2	0
HIVE-2269	988	1	3	1	1.0	1	4	3
HIVE-2302	998	1	3	4	1.0	1	1	3
HIVE-2390	1118	1	3	1	2.0	1	4	1
HIVE-2573	1189	1	4	4	1.0	1	4	0
HIVE-2638	1080	1	3	1	2.0	1	1	0
HIVE-2828	961	1	5	4	2.0	1	2	0
HIVE-2949	1020	1	4	1	1.0	1	2	0
HIVE-2974	934	1	3	3	2.0	1	2	0
HIVE-3016	11	1	4	4	1.0	0	0	0
HIVE-305	1615	1	3	2	1.0	1	1	0
HIVE-3155	910	1	3	1	1.0	1	1	1
HIVE-3185	960	1	3	4	1.0	1	1	1
HIVE-3187	870	1	3	4	1.0	1	0	1
HIVE-3221	19	1	3	1	1.0	1	1	0
HIVE-3225	20	1	3	1	1.0	1	0	1
HIVE-3226	50	1	3	1	3.0	1	1	1
HIVE-3230	12	1	4	1	1.0	1	0	1
HIVE-3231	156	1	3	4	1.0	1	0	2
HIVE-3232	5	1	3	1	1.0	1	1	3
HIVE-3234	144	1	3	4	1.0	1	0	1
HIVE-3238	24	1	3	2	2.0	1	0	1
HIVE-3240	48	1	3	1	1.0	1	1	0
HIVE-3242	44	1	3	1	2.0	1	1	1
HIVE-3243	127	1	5	1	1.0	1	0	1
HIVE-3246	9	1	3	1	1.0	1	1	1
HIVE-3247	7	1	3	1	2.0	1	0	1
HIVE-3248	6	1	3	1	1.0	1	0	1
HIVE-3280	920	1	3	4	3.0	1	2	0
HIVE-3282	13	1	4	1	2.0	1	1	1
HIVE-3311	2	1	4	1	3.0	1	0	1
HIVE-3383	861	1	3	1	1.0	1	0	0
HIVE-3405	872	1	3	2	1.0	1	0	3
HIVE-3454	922	1	3	1	2.0	1	2	3
HIVE-3646	46	1	4	2	1.0	1	0	0
HIVE-3674	0	1	3	1	3.0	1	2	1
HIVE-3781	676	1	3	1	1.0	1	1	1
HIVE-3798	769	1	3	1	2.0	1	1	0
HIVE-4009	651	1	3	1	2.0	1	1	0
HIVE-4118	617	1	3	1	1.0	1	0	3
HIVE-4358	10	1	3	1	1.0	1	0	0
HIVE-4364	5	1	3	1	1.0	1	0	1
HIVE-4365	6	1	3	1	1.0	1	0	2
HIVE-4369	7	1	3	1	1.0	1	0	0
HIVE-4371	5	1	3	1	1.0	1	1	1
HIVE-4373	11	1	4	1	1.0	1	1	1
HIVE-4375	130	1	4	1	3.0	1	0	1
HIVE-4377	46	1	3	1	1.0	1	0	0
HIVE-4378	1	1	3	1	1.0	1	1	0
HIVE-4387	4	1	1	1	3.0	1	2	0
HIVE-4393	1	1	4	4	1.0	1	0	0
HIVE-446	1347	1	3	2	1.0	1	1	0
HIVE-538	1829	1	3	4	1.0	1	4	3
HIVE-5584	14	1	3	5	3.0	0	1	0
HIVE-581	1281	1	3	4	1.0	1	3	0
HIVE-701	1304	1	3	2	1.0	1	1	0
HIVE-727	861	1	3	1	1.0	1	1	0
HIVE-7506	20	1	4	2	1.0	1	1	0
HIVE-784	1520	1	3	2	1.0	1	4	0
HTTPASYNC-21	16	1	3	1	1.0	1	0	1
HTTPCLIENT-1211	0	1	4	1	1.0	1	0	1
HTTPCLIENT-1213	271	1	3	4	1.0	1	0	1
HTTPCLIENT-1214	0	1	3	1	1.0	1	0	1
HTTPCLIENT-1343	2	1	3	4	1.0	1	0	2
HTTPCLIENT-1344	26	1	3	1	1.0	1	0	1
HTTPCLIENT-1345	26	1	3	1	1.0	1	0	1
IBATIS-42	103	1	3	1	1.0	1	0	1
IBATISNET-120	0	1	4	4	1.0	1	0	1
IBATISNET-123	0	1	4	4	2.0	1	0	0
IBATISNET-125	0	1	5	4	3.0	1	0	1
IBATISNET-126	0	1	3	1	3.0	1	0	1
IBATISNET-138	0	1	3	1	4.0	1	0	1
IBATISNET-147	39	1	3	4	4.0	1	0	1
IBATISNET-149	0	1	3	5	4.0	0	0	0
IBATISNET-150	0	1	3	5	4.0	0	0	0
IBATISNET-151	8	1	3	1	3.0	1	0	1
IBATISNET-161	0	1	5	4	3.0	1	0	0
IBATISNET-173	0	1	3	1	3.0	1	0	1
IBATISNET-174	0	1	3	1	3.0	1	0	1
IBATISNET-175	0	1	3	1	3.0	1	0	1
IBATISNET-176	0	1	3	1	4.0	1	0	1
IBATISNET-180	0	1	4	2	4.0	1	0	0
IBATISNET-184	0	1	3	1	4.0	1	0	1
IBATISNET-186	0	1	3	1	4.0	1	0	1
IBATISNET-188	0	1	3	1	4.0	1	0	1
IBATISNET-192	0	1	4	2	4.0	1	0	1
IBATISNET-196	0	1	4	4	4.0	1	0	1
IBATISNET-199	0	1	4	4	4.0	1	0	1
IBATISNET-202	0	1	3	1	4.0	1	0	1
IBATISNET-209	0	1	5	4	4.0	1	0	1
IBATISNET-214	0	1	3	1	4.0	1	0	1
IBATISNET-215	0	1	4	1	4.0	1	0	1
IBATISNET-240	0	1	4	4	4.0	1	0	1
IBATISNET-241	0	1	4	1	4.0	1	0	1
IBATISNET-242	86	1	3	1	4.0	1	0	1
IBATISNET-243	0	1	3	1	4.0	1	0	1
IBATISNET-248	0	1	3	1	4.0	1	0	1
IBATISNET-249	0	1	3	1	4.0	1	0	1
IBATISNET-254	0	1	3	1	4.0	1	0	1
IBATISNET-263	0	1	4	4	4.0	1	0	1
IBATISNET-264	12	1	4	2	4.0	1	0	1
IBATISNET-266	0	1	4	2	4.0	1	0	1
IBATISNET-267	0	1	3	4	4.0	1	0	1
IBATISNET-268	0	1	3	2	4.0	1	0	1
IBATISNET-269	2	1	3	2	4.0	1	0	1
IBATISNET-271	2	1	3	2	4.0	1	0	1
IBATISNET-272	0	1	3	2	4.0	1	0	1
IBATISNET-276	0	1	3	2	4.0	1	0	1
IBATISNET-281	0	1	3	4	4.0	1	0	1
IBATISNET-282	0	1	3	2	4.0	1	0	1
IGNITE-1011	0	1	1	1	1.0	1	0	1
IGNITE-2031	1	1	4	4	1.0	0	1	1
IMAP-306	0	1	1	3	2.0	1	0	1
IMAP-339	0	1	4	1	1.0	1	0	1
INFRA-1823	1723	1	3	5	1.0	1	0	0
INFRA-1893	1167	1	3	4	1.0	1	0	0
INFRA-1932	1463	1	3	3	1.0	1	1	0
INFRA-2481	1504	1	3	1	1.0	1	0	0
INFRA-3991	1097	1	3	2	1.0	1	4	0
INFRA-4146	32	1	3	2	4.0	1	1	0
INFRA-4397	11	1	3	3	1.0	1	1	0
INFRA-4629	11	1	3	3	1.0	1	1	0
INFRA-4902	863	1	3	5	1.0	1	0	0
INFRA-4996	35	1	3	1	4.0	1	0	0
INFRA-4997	0	1	3	3	1.0	1	0	0
INFRA-4998	0	1	3	3	2.0	1	0	0
INFRA-4999	0	1	4	3	1.0	1	1	0
INFRA-5000	506	1	3	1	1.0	1	0	0
INFRA-5001	0	1	3	1	1.0	1	0	0
INFRA-5002	0	1	3	1	2.0	1	0	0
