issuekey	days	death	priority	issuetype	reporterrep	no_fixversion	no_issuelink	no_affectversion
OPENJPA-2200	1049	1	4	3	2.0	1	0	1
OPENJPA-2287	899	1	2	1	1.0	1	0	1
OPENJPA-2295	747	1	4	2	1.0	3	0	2
OPENJPA-2304	30	1	3	1	3.0	3	2	1
OPENJPA-2305	106	1	3	1	3.0	2	1	1
OPENJPA-2369	296	1	4	1	2.0	1	0	2
OPENJPA-311	0	1	3	1	1.0	1	0	3
OPENJPA-388	31	1	4	1	2.0	2	0	1
OPENJPA-395	0	1	3	1	2.0	2	0	3
OPENJPA-396	1	1	3	1	2.0	2	0	3
OPENJPA-422	0	1	3	1	3.0	2	0	1
OPENJPA-696	1783	1	3	1	4.0	1	0	3
OPENJPA-800	57	1	3	2	1.0	2	0	2
OPENJPA-802	53	1	3	5	1.0	1	0	1
OPENJPA-803	18	1	3	5	1.0	1	0	1
OPENJPA-804	0	1	3	5	1.0	1	1	1
OPENJPA-806	15	1	3	5	1.0	1	1	0
OPENJPA-807	56	1	3	2	4.0	2	1	2
OPENJPA-808	159	1	3	2	4.0	1	0	1
OPENJPA-809	54	1	3	5	4.0	1	0	1
OPENJPA-817	3	1	3	4	3.0	3	1	3
OPENJPA-818	0	1	3	1	3.0	1	0	1
OPENJPA-823	9	1	3	5	3.0	1	0	1
OPENJPA-831	40	1	3	2	4.0	2	0	1
OPENJPA-837	18	1	3	5	4.0	1	0	1
OPENJPA-857	29	1	3	5	4.0	1	0	1
OPENJPA-869	19	1	3	5	3.0	1	0	1
OPENJPA-875	103	1	3	2	4.0	1	0	1
OPENJPA-926	74	1	3	5	3.0	1	0	1
OPENJPA-956	66	1	3	2	3.0	1	0	1
OPENJPA-957	31	1	3	5	3.0	1	2	1
OPENJPA-958	27	1	3	5	3.0	1	0	1
OPENJPA-959	27	1	3	5	3.0	1	0	1
OPENJPA-960	33	1	3	5	3.0	1	0	1
OPENJPA-961	32	1	3	5	3.0	1	0	1
OPENJPA-962	88	1	3	5	3.0	1	0	1
OPENMEETINGS-1238	0	1	2	1	1.0	1	0	1
OPENMEETINGS-1292	0	1	3	1	1.0	2	0	1
OPENMEETINGS-1293	2	1	3	1	1.0	1	0	0
OPENMEETINGS-1294	0	1	4	4	1.0	2	0	1
OPENMEETINGS-1314	0	1	4	1	1.0	2	0	1
OPENMEETINGS-339	0	1	3	4	1.0	1	0	1
OPENMEETINGS-340	0	1	3	3	1.0	1	0	0
OPENMEETINGS-341	0	1	4	3	1.0	1	0	1
OPENMEETINGS-342	1	1	3	2	2.0	1	0	1
OPENMEETINGS-343	0	1	1	1	3.0	1	0	1
OPENMEETINGS-346	13	1	3	1	1.0	1	0	1
OPENMEETINGS-547	683	1	4	4	1.0	2	0	1
OPENMEETINGS-610	13	1	4	4	1.0	1	1	0
OPENNLP-155	55	1	4	4	1.0	2	0	1
OPENNLP-156	12	1	4	4	1.0	2	0	1
OPENNLP-413	94	1	3	4	1.0	0	0	0
OPENNLP-414	94	1	3	2	1.0	0	0	0
OPENNLP-42	0	1	4	5	1.0	0	1	0
OPENNLP-43	0	1	4	5	1.0	0	1	0
OPENNLP-497	212	1	3	2	3.0	0	0	0
OPENNLP-517	3	1	4	4	1.0	1	0	0
OPENNLP-519	0	1	4	1	1.0	1	0	0
OPENNLP-537	0	1	3	1	3.0	0	0	0
OPENNLP-538	13	1	3	2	3.0	0	0	0
OPENNLP-540	0	1	3	2	3.0	0	0	0
OPENNLP-58	10	1	5	3	3.0	0	0	0
OPENNLP-608	0	1	4	5	1.0	1	0	1
OPENNLP-612	1	1	4	5	4.0	0	0	0
OPENNLP-621	108	1	3	3	2.0	0	0	1
OPENNLP-628	43	1	3	4	3.0	0	0	0
OPENNLP-91	0	1	3	1	3.0	1	0	1
OWB-189	0	1	3	1	1.0	1	0	1
OWB-41	4	1	3	4	1.0	1	0	1
OWB-448	50	1	4	4	1.0	1	0	1
OWB-626	1306	1	3	1	1.0	1	1	1
OWB-642	1178	1	3	1	2.0	1	0	1
OWB-645	1	1	3	1	1.0	1	0	3
OWB-649	0	1	3	1	2.0	1	0	1
OWB-652	1131	1	3	4	2.0	1	0	1
OWB-654	1173	1	3	1	1.0	1	0	1
OWB-679	998	1	3	1	4.0	1	0	1
OWB-715	158	1	3	4	1.0	2	0	2
OWB-717	0	1	3	4	1.0	1	0	2
OWB-737	853	1	3	1	1.0	1	0	1
OWB-745	830	1	3	1	1.0	1	0	1
OWB-746	830	1	3	1	1.0	1	0	0
OWB-747	830	1	3	1	1.0	1	0	0
OWB-752	824	1	2	2	3.0	1	0	1
OWB-755	818	1	3	4	2.0	1	0	0
OWB-758	854	1	3	1	1.0	1	0	0
OWB-762	853	1	3	4	1.0	1	0	1
OWB-770	807	1	3	3	2.0	1	0	0
OWB-771	841	1	5	1	1.0	1	0	3
OWB-782	781	1	3	3	4.0	1	0	1
OWB-786	803	1	3	4	2.0	1	0	1
OWB-799	748	1	3	1	1.0	1	0	0
OWB-809	744	1	3	1	1.0	1	0	1
OWB-810	738	1	3	1	1.0	1	0	1
OWB-811	738	1	3	1	1.0	1	1	1
OWB-814	736	1	4	2	3.0	1	0	1
OWB-816	735	1	3	1	3.0	1	0	0
OWB-820	585	1	3	4	1.0	2	0	1
OWB-826	730	1	3	3	3.0	1	0	0
OWB-836	0	1	3	1	1.0	1	0	0
OWB-837	0	1	3	1	1.0	1	0	0
OWB-838	0	1	3	1	1.0	1	0	0
OWB-839	0	1	3	1	1.0	1	0	0
OWB-840	0	1	3	1	1.0	1	0	0
OWB-842	0	1	3	1	1.0	1	0	0
OWB-843	725	1	3	3	3.0	1	0	0
PB-111	2	1	3	4	4.0	1	0	1
PDFBOX-1000	1268	1	3	2	2.0	1	1	1
PDFBOX-1002	1379	1	3	1	1.0	2	0	1
PDFBOX-1011	1275	1	4	1	1.0	1	0	1
PDFBOX-1036	1242	1	3	1	1.0	2	0	2
PDFBOX-1048	1207	1	3	1	1.0	1	0	1
PDFBOX-1055	1092	1	4	4	1.0	1	0	1
PDFBOX-1060	1218	1	3	1	1.0	2	0	2
PDFBOX-1074	978	1	3	1	1.0	2	0	3
PDFBOX-1087	1178	1	3	1	1.0	2	1	2
PDFBOX-1165	6	1	4	4	1.0	1	0	0
PDFBOX-1222	990	1	3	1	1.0	1	0	1
PDFBOX-1224	977	1	4	5	1.0	2	0	2
PDFBOX-127	2559	1	3	2	1.0	1	1	0
PDFBOX-1273	938	1	4	1	1.0	2	0	3
PDFBOX-1353	13	1	3	1	1.0	1	0	1
PDFBOX-1355	4	1	3	1	1.0	1	1	1
PDFBOX-137	2567	1	3	1	1.0	1	2	0
PDFBOX-1512	612	1	3	1	1.0	2	2	2
PDFBOX-1523	696	1	5	4	1.0	2	0	2
PDFBOX-1530	5	1	3	3	2.0	1	0	0
PDFBOX-1572	0	1	3	4	1.0	1	0	0
PDFBOX-161	2804	1	4	1	1.0	2	2	0
PDFBOX-205	2701	1	4	1	1.0	2	3	0
PDFBOX-236	2579	1	4	1	1.0	1	0	0
PDFBOX-239	2769	1	4	1	1.0	2	0	3
PDFBOX-273	2468	1	4	1	1.0	1	0	0
PDFBOX-275	2460	1	4	2	1.0	1	1	0
PDFBOX-383	1293	1	3	1	1.0	1	0	1
PDFBOX-399	1929	1	3	1	1.0	1	0	0
PDFBOX-423	1822	1	3	1	1.0	1	1	1
PDFBOX-443	1156	1	3	1	1.0	1	0	1
PDFBOX-465	1644	1	3	1	1.0	2	3	1
PDFBOX-543	1823	1	4	3	1.0	1	0	1
PDFBOX-649	1702	1	3	1	1.0	2	1	2
PDFBOX-677	1653	1	3	1	1.0	2	0	1
PDFBOX-710	1515	1	3	1	1.0	1	0	1
PDFBOX-712	1502	1	4	2	1.0	1	0	1
PDFBOX-785	1606	1	3	1	1.0	2	3	2
PDFBOX-796	5	1	3	4	1.0	1	1	0
PDFBOX-835	1303	1	4	1	1.0	1	2	0
PDFBOX-934	1252	1	3	1	1.0	2	0	1
PDFBOX-958	1189	1	2	1	1.0	1	0	3
PHOENIX-1167	117	1	3	3	3.0	2	0	2
PHOENIX-1168	46	1	3	5	3.0	2	0	2
PHOENIX-1169	113	1	3	3	3.0	0	1	2
PHOENIX-1220	3	1	4	1	3.0	0	0	0
PHOENIX-1221	0	1	4	1	3.0	0	0	0
PHOENIX-1224	12	1	3	1	3.0	0	0	2
PHOENIX-1239	45	1	4	1	3.0	2	0	2
PHOENIX-1300	113	1	3	4	3.0	2	0	2
PHOENIX-1326	24	1	3	5	3.0	2	0	2
PHOENIX-1332	6	1	3	5	3.0	2	0	2
PHOENIX-1393	84	1	4	3	3.0	2	0	2
PHOENIX-1399	24	1	3	2	3.0	2	0	2
PHOENIX-1456	10	1	3	1	3.0	3	0	2
PHOENIX-1533	36	1	3	1	3.0	2	0	2
PHOENIX-1591	4	1	2	1	3.0	2	0	1
PHOENIX-1610	1	1	3	1	3.0	2	0	2
PHOENIX-1654	0	1	4	1	3.0	2	0	2
PHOENIX-1680	41	1	3	1	3.0	2	0	2
PHOENIX-1686	40	1	4	1	3.0	1	0	1
PHOENIX-1786	34	1	3	5	3.0	0	0	0
PHOENIX-1787	222	1	3	5	3.0	0	0	0
PHOENIX-1807	3	1	3	2	3.0	1	1	0
PHOENIX-1829	65	1	3	5	3.0	0	0	0
PHOENIX-1836	208	1	3	3	3.0	0	0	0
PHOENIX-1837	208	1	3	5	3.0	0	0	0
PHOENIX-1838	0	1	3	5	3.0	0	0	0
PHOENIX-1839	61	1	4	5	3.0	0	0	0
PHOENIX-1840	0	1	3	5	3.0	0	0	0
PHOENIX-1841	214	1	3	3	3.0	0	0	0
PHOENIX-1842	3	1	3	5	3.0	0	0	0
PHOENIX-1843	61	1	3	5	3.0	0	0	0
PHOENIX-1844	214	1	3	5	3.0	0	0	0
PHOENIX-1845	3	1	3	3	3.0	0	0	0
PHOENIX-1850	206	1	3	5	4.0	0	0	0
PHOENIX-1857	205	1	3	3	4.0	0	0	0
PHOENIX-1858	1	1	3	5	4.0	0	0	0
PHOENIX-1859	57	1	3	5	4.0	0	0	0
PHOENIX-1860	205	1	3	5	4.0	0	0	0
PHOENIX-1866	204	1	3	5	4.0	0	0	0
PHOENIX-1878	14	1	3	3	4.0	0	1	0
PHOENIX-1879	208	1	3	3	4.0	0	0	0
PHOENIX-1917	0	1	4	1	4.0	1	0	1
PHOENIX-1982	22	1	3	5	1.0	1	0	0
PHOENIX-2035	0	1	3	4	4.0	0	0	0
PHOENIX-2078	132	1	3	1	4.0	0	0	0
PHOENIX-2089	0	1	3	5	4.0	0	0	0
PHOENIX-2090	227	1	3	5	4.0	0	0	0
PHOENIX-2091	17	1	3	5	4.0	0	0	0
PHOENIX-2133	0	1	3	3	4.0	0	0	0
PHOENIX-2141	33	1	4	1	4.0	1	0	0
PHOENIX-2164	16	1	3	5	4.0	0	0	0
PHOENIX-2167	91	1	3	5	4.0	0	0	0
PHOENIX-2191	77	1	3	3	4.0	0	0	0
PHOENIX-2192	0	1	3	5	4.0	0	0	0
PHOENIX-2193	77	1	3	5	4.0	0	0	0
PHOENIX-2198	16	1	3	2	4.0	1	1	0
PHOENIX-2250	0	1	3	4	4.0	0	0	0
PHOENIX-25	0	1	5	3	1.0	2	0	2
PHOENIX-33	4	1	3	4	1.0	1	0	1
PHOENIX-44	2	1	4	1	2.0	1	0	1
PHOENIX-61	12	1	3	1	2.0	1	0	1
PHOENIX-62	17	1	3	1	2.0	1	0	1
PHOENIX-68	0	1	4	4	1.0	1	0	1
PHOENIX-71	67	1	3	2	2.0	2	0	1
PHOENIX-85	4	1	5	4	2.0	1	0	1
PHOENIX-89	3	1	4	1	2.0	1	0	2
PHOENIX-90	3	1	4	1	2.0	1	0	1
PHOENIX-905	31	1	4	1	2.0	2	0	2
PHOENIX-927	115	1	3	5	3.0	2	0	0
PHOENIX-943	180	1	4	5	3.0	2	0	2
PHOENIX-944	186	1	3	1	3.0	2	1	2
PHOENIX-945	180	1	3	5	3.0	2	0	2
PIG-1444	1	1	4	3	1.0	3	0	1
PIG-1471	309	1	3	2	1.0	1	0	0
PIG-1510	33	1	3	2	1.0	1	2	1
PIG-1517	2	1	4	1	2.0	1	0	0
PIG-1688	3	1	3	1	1.0	1	0	1
PIG-1689	5	1	3	1	1.0	1	0	1
PIG-1690	273	1	3	1	1.0	1	0	1
PIG-2122	1108	1	4	1	2.0	1	0	3
PIG-2134	1413	1	4	4	1.0	1	2	2
PIG-2495	1004	1	3	1	1.0	1	0	3
PIG-259	2069	1	3	5	1.0	1	0	0
PIG-26	3	1	3	1	1.0	1	0	3
PIG-2647	999	1	3	1	1.0	1	0	3
PIG-2692	980	1	4	4	1.0	1	0	0
PIG-2781	62	1	4	1	1.0	1	0	0
PIG-2782	7	1	3	1	1.0	1	3	0
PIG-2783	7	1	4	1	1.0	2	0	1
PIG-2785	49	1	3	1	1.0	1	0	1
PIG-2786	290	1	4	4	2.0	1	1	1
PIG-2787	0	1	3	1	1.0	1	0	0
PIG-2788	196	1	3	1	1.0	1	0	2
PIG-2790	0	1	3	1	2.0	1	1	0
PIG-2792	0	1	1	1	1.0	1	0	3
PIG-2793	432	1	3	1	1.0	1	1	0
PIG-2794	100	1	3	5	1.0	2	0	1
PIG-2795	116	1	3	5	1.0	3	0	1
PIG-2796	116	1	3	5	1.0	3	0	1
PIG-2797	10	1	3	5	1.0	2	0	0
PIG-2798	116	1	3	5	1.0	3	0	1
PIG-2799	116	1	3	5	1.0	1	1	3
PIG-2800	10	1	3	5	1.0	2	0	0
PIG-2801	116	1	3	5	1.0	3	1	1
PIG-2804	0	1	3	1	1.0	1	0	0
PIG-2806	2	1	3	1	1.0	1	0	1
PIG-2807	0	1	3	1	3.0	1	1	0
PIG-2808	0	1	5	4	2.0	1	0	0
PIG-2830	812	1	2	4	2.0	1	0	3
PIG-2834	813	1	5	4	1.0	1	0	2
PIG-2873	263	1	4	1	4.0	1	0	1
PIG-2949	822	1	4	1	1.0	1	0	1
PIG-3099	1	1	3	1	4.0	2	0	1
PIG-3105	126	1	3	1	4.0	1	0	1
PIG-3116	0	1	3	1	4.0	1	2	1
PIG-3164	611	1	3	2	1.0	1	0	1
PIG-3232	785	1	3	4	2.0	1	0	0
PIG-3257	586	1	3	4	2.0	1	1	0
PIG-3276	0	1	4	5	2.0	1	0	1
PIG-3277	0	1	4	5	2.0	1	0	0
PIG-3280	47	1	3	3	1.0	1	4	0
PIG-3285	219	1	3	1	1.0	1	2	0
PIG-438	1275	1	4	1	1.0	2	0	1
PIG-4541	18	1	3	1	1.0	1	1	1
PIG-4636	12	1	5	1	1.0	1	0	1
PIG-4704	13	1	3	4	1.0	1	1	0
PIVOT-772	20	1	4	1	1.0	1	0	1
PIVOT-795	13	1	5	4	1.0	1	0	1
PIVOT-802	2	1	4	4	2.0	1	0	2
PIVOT-807	4	1	4	4	2.0	1	0	2
PIVOT-812	1	1	5	4	3.0	1	0	2
PIVOT-816	0	1	5	4	3.0	1	0	1
PIVOT-821	0	1	5	4	3.0	1	0	1
PIVOT-825	6	1	4	1	3.0	1	0	1
PIVOT-828	0	1	4	1	4.0	1	0	1
PIVOT-857	6	1	4	4	4.0	1	0	1
PIVOT-861	240	1	3	1	1.0	1	1	1
PROTON-154	811	1	3	1	2.0	1	0	0
PROTON-294	1	1	3	4	4.0	1	0	1
PROTON-295	91	1	3	1	1.0	1	1	1
PROTON-297	0	1	3	1	1.0	1	0	1
PROTON-452	4	1	3	1	2.0	0	0	1
PROTON-625	21	1	3	1	2.0	1	1	1
PROTON-919	23	1	4	4	2.0	1	0	0
PROXY-2	0	1	3	2	1.0	1	0	1
PROXY-7	0	1	3	4	2.0	1	0	1
QPID-1196	1514	1	4	4	1.0	1	0	0
QPID-1381	2102	1	3	1	1.0	1	0	1
QPID-1423	1627	1	4	1	1.0	1	0	0
QPID-1494	508	1	3	1	1.0	1	0	1
QPID-150	571	1	4	4	1.0	0	0	1
QPID-1505	1174	1	4	4	1.0	1	0	3
QPID-151	4	1	4	4	2.0	1	0	1
QPID-1521	27	1	3	1	2.0	1	1	1
QPID-1525	0	1	1	1	2.0	1	0	1
QPID-1546	2	1	1	1	3.0	1	0	1
QPID-1550	84	1	3	1	3.0	1	1	1
QPID-1562	1558	1	4	1	2.0	1	0	1
QPID-162	67	1	3	1	3.0	0	0	1
QPID-163	31	1	4	1	1.0	1	0	1
QPID-1664	0	1	2	5	1.0	1	0	1
QPID-1726	1701	1	3	2	2.0	1	0	0
QPID-1772	1484	1	4	1	1.0	1	0	1
QPID-1835	0	1	1	1	3.0	1	0	1
QPID-1836	0	1	3	1	3.0	1	0	1
QPID-1848	0	1	1	1	2.0	1	0	1
QPID-1874	1006	1	3	2	2.0	1	0	0
QPID-1880	1422	1	3	4	1.0	1	0	0
QPID-1956	964	1	3	1	2.0	1	0	2
QPID-2020	938	1	3	1	1.0	1	1	0
QPID-2029	932	1	3	1	3.0	1	0	1
QPID-2082	927	1	4	4	1.0	1	0	0
QPID-2104	523	1	3	4	2.0	1	0	1
QPID-232	111	1	3	3	2.0	1	0	0
QPID-2420	249	1	3	1	4.0	1	1	1
QPID-277	13	1	4	3	3.0	0	0	0
QPID-2909	2	1	3	2	4.0	1	0	1
QPID-2935	102	1	3	2	1.0	1	1	1
QPID-2969	1330	1	3	1	2.0	1	0	1
QPID-3000	35	1	3	4	2.0	1	0	1
QPID-3057	2	1	4	4	4.0	1	1	1
QPID-3097	295	1	3	4	4.0	1	1	1
QPID-3137	3	1	3	1	2.0	1	0	1
QPID-3138	0	1	4	1	1.0	1	0	1
QPID-3256	71	1	3	1	1.0	1	0	2
QPID-33	2164	1	3	2	1.0	1	0	0
QPID-3389	1046	1	4	4	1.0	1	0	1
QPID-3472	1052	1	4	5	1.0	1	0	1
QPID-353	0	1	3	1	1.0	1	0	1
QPID-3650	1010	1	3	1	1.0	1	0	1
QPID-40	94	1	3	2	1.0	1	0	0
QPID-4103	27	1	3	3	2.0	1	0	1
QPID-4104	0	1	3	1	2.0	1	0	2
QPID-4105	0	1	4	4	1.0	1	0	0
QPID-4109	71	1	3	3	2.0	1	2	1
QPID-4110	1	1	4	4	1.0	1	0	0
QPID-4112	37	1	3	1	3.0	1	0	1
QPID-4113	0	1	4	4	1.0	1	0	0
QPID-4114	6	1	3	4	1.0	1	0	0
QPID-4115	227	1	4	4	2.0	1	0	1
QPID-4116	224	1	4	4	2.0	1	0	1
QPID-4117	2	1	4	1	2.0	1	0	1
QPID-4121	0	1	3	1	1.0	2	1	2
QPID-4123	744	1	4	4	1.0	1	1	1
QPID-4124	21	1	5	1	1.0	1	0	3
QPID-4125	64	1	3	4	1.0	1	0	0
QPID-4319	879	1	3	1	2.0	1	2	1
QPID-4710	693	1	3	1	3.0	1	4	1
QPID-4744	1	1	5	1	2.0	1	0	1
QPID-4745	594	1	4	4	3.0	1	0	1
QPID-4746	2	1	3	4	1.0	1	1	0
QPID-4747	2	1	3	4	1.0	1	1	0
QPID-4748	1	1	3	4	4.0	1	0	1
QPID-4749	1	1	4	4	2.0	1	2	1
QPID-4750	0	1	4	1	3.0	1	0	0
QPID-4751	3	1	3	1	3.0	1	0	1
QPID-4752	0	1	3	4	3.0	1	1	0
QPID-4753	4	1	3	4	3.0	1	1	0
QPID-4754	0	1	3	4	1.0	1	0	1
QPID-4755	0	1	3	4	1.0	1	0	1
QPID-4756	0	1	3	1	3.0	1	2	1
QPID-4757	0	1	3	1	1.0	1	0	0
QPID-4758	4	1	3	4	1.0	1	0	0
QPID-4759	10	1	3	1	1.0	1	0	0
QPID-51	45	1	3	2	1.0	1	0	0
QPID-529	1336	1	3	2	2.0	1	0	0
QPID-5310	0	1	3	1	2.0	1	0	0
QPID-56	2	1	4	1	1.0	1	0	0
QPID-57	1	1	4	4	2.0	1	0	1
QPID-757	1910	1	3	1	1.0	1	0	1
QPID-914	2359	1	3	4	2.0	1	0	1
QPID-923	1826	1	4	1	1.0	1	0	1
QPID-93	2	1	4	3	3.0	1	0	1
QUARKS-1	4	1	3	3	1.0	0	0	0
RAMPART-43	7	1	3	1	2.0	1	0	0
RANGER-100	11	1	3	1	4.0	1	0	1
RANGER-117	0	1	4	1	4.0	1	0	1
RANGER-125	0	1	2	1	4.0	1	0	1
RANGER-133	1	1	3	1	1.0	1	0	1
RANGER-148	1	1	2	1	4.0	1	0	1
RANGER-159	0	1	3	1	4.0	1	0	1
RANGER-164	0	1	3	1	4.0	1	0	1
RANGER-169	5	1	2	1	4.0	1	0	1
RANGER-172	1	1	3	1	1.0	1	0	0
RANGER-173	331	1	3	3	1.0	1	0	0
RANGER-180	0	1	3	1	4.0	1	0	1
RANGER-191	25	1	3	1	4.0	1	0	1
RANGER-201	25	1	3	1	4.0	1	0	1
RANGER-297	0	1	3	1	4.0	1	0	1
RANGER-333	6	1	3	1	4.0	1	0	1
RANGER-347	0	1	3	1	4.0	1	0	1
RANGER-367	6	1	1	1	1.0	1	0	1
RANGER-380	0	1	3	1	4.0	1	0	1
RANGER-384	0	1	3	1	4.0	1	0	1
RANGER-407	25	1	3	1	4.0	1	0	1
RANGER-42	27	1	3	1	1.0	1	0	1
RANGER-427	13	1	3	1	4.0	1	0	0
RANGER-476	5	1	3	1	4.0	1	0	1
RANGER-495	0	1	3	1	4.0	1	0	1
RANGER-501	73	1	3	1	1.0	1	0	1
RANGER-503	3	1	3	1	2.0	1	0	1
RANGER-574	20	1	1	1	4.0	1	0	1
RANGER-59	22	1	3	1	2.0	1	0	1
RANGER-590	0	1	3	1	4.0	1	0	1
RANGER-591	0	1	3	1	4.0	1	0	1
RANGER-60	3	1	3	1	2.0	1	0	1
RANGER-64	22	1	3	1	3.0	1	0	1
RANGER-659	0	1	3	1	4.0	1	0	1
RANGER-664	4	1	3	1	4.0	0	0	1
RANGER-705	0	1	4	1	4.0	1	0	1
RANGER-713	0	1	3	1	4.0	1	0	1
RANGER-715	0	1	3	1	4.0	1	1	1
RANGER-717	5	1	3	1	4.0	1	0	1
RANGER-727	0	1	3	1	4.0	0	0	1
RANGER-739	11	1	3	1	4.0	0	0	1
RANGER-754	1	1	3	1	4.0	0	0	0
RANGER-755	0	1	3	1	1.0	2	0	1
RANGER-756	0	1	3	1	1.0	2	0	1
RANGER-757	0	1	3	1	1.0	2	0	1
RANGER-766	0	1	3	1	4.0	1	0	1
RANGER-767	0	1	3	1	3.0	2	0	1
RANGER-88	16	1	3	1	4.0	1	0	1
RAT-125	54	1	3	4	1.0	1	0	1
RAVE-42	46	1	3	3	2.0	1	0	1
RAVE-714	28	1	3	1	1.0	1	0	0
RAVE-715	31	1	4	4	1.0	1	0	1
RAVE-716	4	1	3	1	1.0	1	0	1
RAVE-717	97	1	4	4	1.0	1	1	0
RAVE-720	0	1	3	4	2.0	1	0	0
RAVE-734	5	1	3	3	1.0	1	0	0
RAVE-736	7	1	3	5	1.0	1	0	1
RAVE-737	0	1	3	5	1.0	0	0	1
RAVE-740	1	1	3	5	1.0	1	0	1
RAVE-741	7	1	3	5	1.0	0	0	1
RAVE-782	13	1	3	5	2.0	1	1	1
RAVE-783	0	1	3	5	2.0	1	0	1
RAVE-786	0	1	3	5	2.0	1	0	1
RAVE-787	18	1	3	5	2.0	1	0	1
RAVE-803	5	1	3	3	2.0	1	0	0
RAVE-852	25	1	3	5	2.0	1	1	1
RAVE-853	0	1	3	5	2.0	1	0	1
RAVE-856	0	1	3	5	2.0	2	0	1
RAVE-857	25	1	3	5	2.0	1	0	1
REEF-353	2	1	3	4	1.0	1	0	0
RIVER-323	829	1	4	4	1.0	0	0	0
RIVER-334	38	1	3	1	2.0	1	0	1
RIVER-338	161	1	3	2	3.0	1	0	1
RIVER-404	295	1	3	3	3.0	1	0	1
RIVER-418	950	1	3	1	3.0	1	0	1
RIVER-420	926	1	3	1	3.0	1	1	3
RIVER-431	717	1	3	1	2.0	1	1	3
RIVER-439	11	1	4	4	3.0	1	0	1
ROL-1021	2767	1	3	2	1.0	1	0	1
ROL-1118	3036	1	3	1	1.0	1	0	0
ROL-1174	2482	1	3	4	1.0	1	0	0
ROL-1241	2312	1	3	1	1.0	2	0	0
ROL-1273	2431	1	3	1	1.0	1	0	0
ROL-1346	2384	1	3	1	1.0	1	0	1
ROL-1370	2672	1	3	4	1.0	1	0	0
ROL-1387	2716	1	3	1	1.0	1	0	0
ROL-1414	2596	1	3	1	1.0	1	0	0
ROL-1421	2070	1	5	1	1.0	2	0	2
ROL-1430	2572	1	4	4	1.0	1	0	3
ROL-1434	2571	1	3	3	2.0	1	0	0
ROL-1436	2238	1	3	3	1.0	1	0	0
ROL-1479	2134	1	4	1	1.0	1	0	1
ROL-1532	1975	1	3	4	1.0	1	0	0
ROL-1554	2516	1	3	1	1.0	1	0	1
ROL-1571	2355	1	3	1	1.0	1	0	1
ROL-1577	1916	1	4	1	1.0	1	0	1
ROL-1584	2125	1	3	1	1.0	1	0	1
ROL-1592	2128	1	3	1	1.0	1	0	1
ROL-1596	2118	1	3	1	1.0	1	0	1
ROL-1615	1967	1	4	1	1.0	2	0	1
ROL-1616	2225	1	4	1	1.0	1	0	2
ROL-1621	1882	1	5	5	1.0	2	0	1
ROL-1630	2403	1	3	4	1.0	1	0	0
ROL-1631	1915	1	3	1	1.0	1	0	1
ROL-1638	2085	1	3	1	1.0	1	0	1
ROL-1649	2330	1	4	4	1.0	1	0	1
ROL-1685	1900	1	4	1	1.0	1	0	1
ROL-1715	2217	1	4	1	1.0	1	0	0
ROL-1716	2211	1	3	1	1.0	1	0	1
ROL-1737	1642	1	5	1	1.0	2	0	1
ROL-1738	1851	1	3	1	1.0	1	0	1
ROL-1739	2201	1	3	1	1.0	1	0	0
ROL-1746	1948	1	3	1	1.0	1	0	1
ROL-1778	1602	1	3	1	1.0	1	0	1
ROL-1789	1950	1	5	4	1.0	1	0	1
ROL-1792	1955	1	5	1	1.0	1	0	1
ROL-1794	1773	1	3	1	1.0	1	0	1
ROL-1795	1788	1	4	1	1.0	1	0	1
ROL-1817	1843	1	4	1	2.0	1	0	1
ROL-1870	1352	1	3	1	2.0	1	0	1
ROL-1957	236	1	3	1	1.0	1	0	1
ROL-1983	42	1	3	3	1.0	2	0	2
ROL-929	2813	1	4	4	1.0	1	0	1
S2GRAPH-14	53	1	4	4	1.0	0	0	0
S2GRAPH-16	48	1	3	4	2.0	0	0	0
S2GRAPH-21	47	1	5	5	3.0	0	0	0
S2GRAPH-25	44	1	4	5	3.0	0	1	0
S2GRAPH-27	6	1	3	5	4.0	0	0	0
S2GRAPH-31	19	1	5	3	3.0	0	0	0
S2GRAPH-34	19	1	5	2	3.0	0	0	0
S2GRAPH-35	19	1	4	2	3.0	0	0	0
S2GRAPH-36	19	1	3	2	3.0	0	0	0
S2GRAPH-37	18	1	5	4	3.0	0	0	0
S2GRAPH-38	18	1	4	1	3.0	0	0	0
S2GRAPH-39	18	1	5	4	3.0	0	0	0
S2GRAPH-41	18	1	5	4	3.0	0	0	0
S2GRAPH-43	18	1	5	1	3.0	0	0	0
S2GRAPH-44	0	1	3	4	4.0	0	0	0
S2GRAPH-45	0	1	4	2	4.0	0	0	0
S2GRAPH-50	6	1	3	2	4.0	0	0	0
S4-14	0	1	3	1	1.0	1	0	1
S4-70	2	1	3	1	3.0	1	0	1
S4-71	7	1	3	1	3.0	1	2	1
S4-72	8	1	3	4	1.0	1	0	1
S4-74	4	1	3	1	1.0	1	0	1
S4-75	4	1	3	4	4.0	1	0	1
SAMZA-784	110	1	4	1	1.0	0	0	1
SANDBOX-177	3	1	3	1	1.0	0	1	1
SANTUARIO-317	10	1	3	4	2.0	1	0	0
SANTUARIO-318	13	1	3	4	2.0	1	0	0
SANTUARIO-319	27	1	3	4	2.0	1	0	0
