,Count,priority,issuetype,is_assigned,comment_count,link_count,affect_count,fix_count,has_priority_change,has_desc_change,has_fix_change,reporter_rep,assignee_workload
74843,1,2,1,1,  8,  0, 0, 1,*1, 0,1,0.29166667, 2
75101,1,*2,1,1,  1,  2, 0, 1,0, 0,1,0.65384615, 3
75271,10,*3,*1,1,* 13,*  0,* 1, 1,*0,* 1,*4,*0.50000000,* 1
75285,1,4,1,1,  6,  1, 0, 1,*1, 0,1,0.68695652, 6
75408,1,3,*3,1,  9,  5, 0, 1,0, 0,1,0.68421053,13
75529,7,3,*1,1,  6,*  1,* 0,* 2,0, 0,*2,*0.41250000,*28
75531,8,*3,*1,1,  7,*  1,* 0,* 2,0, 0,*2,*0.40243902,*28
75659,1,4,4,1,  6,  1, 0, 1,*1, 0,1,0.67070218,47
75668,1,*5,1,1,  4,  0, 1, 1,0, 0,1,0.87111111,44
75671,2,*5,1,1,  5,*  1, 1, 1,0, 0,1,0.34782609,10
75677,1,*5,1,1,  5,  1, 1, 1,0, 0,1,0.44444444,10
75681,1,*5,1,1,  5,  1, 1, 1,0, 0,1,0.44827586, 9
75684,1,*5,1,1,  5,  1, 1, 1,0, 0,2,0.41935484, 9
75707,4,*5,1,1,  6,  1, 1,* 0,*0, 0,*3,0.60000000, 9
75708,1,*5,1,1,  6,  1, 1, 0,0, 0,3,0.60000000, 9
75709,1,*5,1,1,  6,  1, 1, 0,0, 0,3,0.62000000, 9
75720,1,3,*2,1, 27,  0, 0, 1,0, 0,1,0.33333333, 1
75901,1,2,1,1,  6,  0, 0, 1,1, 0,1,*0.14285714, 5
76262,1,3,*6,1,  2,  1, 0, 1,0, 0,1,0.87447699,23
